title,price,page
For the Love: Fighting for Grace in a World of Impossible Standards,45.13,27
Finding God in the Ruins: How God Redeems Pain,46.64,27
Every Heart a Doorway (Every Heart A Doorway #1),12.16,27
Delivering the Truth (Quaker Midwife Mystery #1),20.89,27
Counted With the Stars (Out from Egypt #1),17.97,27
"Chronicles, Vol. 1",52.6,27
Blue Like Jazz: Nonreligious Thoughts on Christian Spirituality,25.77,27
Benjamin Franklin: An American Life,48.19,28
"At The Existentialist Café: Freedom, Being, and apricot cocktails with: Jean-Paul Sartre, Simone de Beauvoir, Albert Camus, Martin Heidegger, Edmund Husserl, Karl Jaspers, Maurice Merleau-Ponty and others",29.93,28
A Summer In Europe,44.34,28
A Short History of Nearly Everything,52.4,28
A Gathering of Shadows (Shades of Magic #2),44.81,28
The Sound Of Love,57.84,28
The Rise and Fall of the Third Reich: A History of Nazi Germany,39.67,28
The Perks of Being a Wallflower,55.02,28
The Mysterious Affair at Styles (Hercule Poirot #1),24.8,28
The Man Who Mistook His Wife for a Hat and Other Clinical Tales,59.45,28
The Makings of a Fatherless Child,31.58,28
The Joy of Cooking,43.27,28
The Invention of Wings,37.34,28
The Hobbit (Middle-Earth Universe),17.8,28
The Great Railway Bazaar,30.54,28
The Golden Compass (His Dark Materials #1),18.77,28
The God Delusion,46.85,28
The Girl You Left Behind (The Girl You Left Behind #1),15.79,28
The Fellowship of the Ring (The Lord of the Rings #1),10.27,28
The Collected Poems of W.B. Yeats (The Collected Works of W.B. Yeats #1),15.42,28
The Barefoot Contessa Cookbook,59.92,29
Tell the Wolves I'm Home,50.96,29
Ship Leaves Harbor: Essays on Travel by a Recovering Journeyman,30.6,29
Pride and Prejudice,19.27,29
Musicophilia: Tales of Music and the Brain,46.58,29
Mere Christianity,48.51,29
Me Before You (Me Before You #1),19.02,29
In the Woods (Dublin Murder Squad #1),38.38,29
In Cold Blood,49.98,29
How to Stop Worrying and Start Living,46.49,29
Give It Back,18.32,29
"Girl, Interrupted",42.14,29
Fun Home: A Family Tragicomic,56.59,29
"Fruits Basket, Vol. 6 (Fruits Basket #6)",20.96,29
Deception Point,40.32,29
"Death Note, Vol. 6: Give-and-Take (Death Note #6)",36.39,29
Catherine the Great: Portrait of a Woman,58.55,29
Better Homes and Gardens New Cook Book,39.61,29
An Unquiet Mind: A Memoir of Moods and Madness,21.3,29
A Year in Provence (Provence #1),56.88,29
World Without End (The Pillars of the Earth #2),32.97,30
"Will Grayson, Will Grayson (Will Grayson, Will Grayson)",47.31,30
Why Save the Bankers?: And Other Essays on Our Economic and Political Crisis,48.67,30
Where She Went (If I Stay #2),41.73,30
What If?: Serious Scientific Answers to Absurd Hypothetical Questions,53.68,30
Two Summers,14.64,30
This Is Your Brain on Music: The Science of a Human Obsession,38.4,30
The Secret Garden,15.08,30
The Raven King (The Raven Cycle #4),30.57,30
The Raven Boys (The Raven Cycle #1),57.74,30
The Power Greens Cookbook: 140 Delicious Superfood Recipes,11.05,30
The Metamorphosis,28.58,30
The Mathews Men: Seven Brothers and the War Against Hitler's U-boats,42.91,30
The Little Paris Bookshop,24.73,30
The Hiding Place,55.91,30
The Grand Design,13.76,30
The Firm,45.56,30
The Fault in Our Stars,47.22,30
The False Prince (The Ascendance Trilogy #1),56.0,30
The Expatriates,44.58,30
The Dream Thieves (The Raven Cycle #2),34.5,31
The Darkest Corners,11.33,31
The Crossover,38.77,31
The 5th Wave (The 5th Wave #1),11.83,31
Tell the Wind and Fire,45.51,31
Tell Me Three Things,41.81,31
Talking to Girls About Duran Duran: One Young Man's Quest for True Love and a Cooler Haircut,25.15,31
Siddhartha,34.22,31
Shiver (The Wolves of Mercy Falls #1),16.23,31
Remember Me?,11.48,31
Red Dragon (Hannibal Lecter #1),23.37,31
Peak: Secrets from the New Science of Expertise,16.28,31
My Mother Was Nuts,31.63,31
Mexican Today: New and Rediscovered Recipes for Contemporary Kitchens,24.91,31
Maybe Something Beautiful: How Art Transformed a Neighborhood,22.54,31
Lola and the Boy Next Door (Anna and the French Kiss #2),23.63,31
Logan Kade (Fallen Crest High #5.5),13.12,31
Last One Home (New Beginnings #1),59.98,31
Killing Floor (Jack Reacher #1),31.49,31
Kill the Boy Band,15.52,31
Isla and the Happily Ever After (Anna and the French Kiss #3),48.13,32
If I Stay (If I Stay #1),38.13,32
I Know Why the Caged Bird Sings (Maya Angelou's Autobiography #1),36.55,32
Harry Potter and the Deathly Hallows (Harry Potter #7),23.32,32
"Fruits Basket, Vol. 5 (Fruits Basket #5)",16.33,32
Foundation (Foundation (Publication Order) #1),32.42,32
Fool Me Once,16.96,32
Find Her (Detective D.D. Warren #8),22.37,32
Evicted: Poverty and Profit in the American City,42.27,32
Drama,38.7,32
Dracula the Un-Dead,35.63,32
Digital Fortress,58.0,32
"Death Note, Vol. 5: Whiteout (Death Note #5)",52.41,32
"Data, A Love Story: How I Gamed Online Dating to Meet My Match",32.35,32
Critique of Pure Reason,20.75,32
Booked,17.49,32
"Blue Lily, Lily Blue (The Raven Cycle #3)",34.13,32
Approval Junkie: Adventures in Caring Too Much,58.81,32
An Abundance of Katherines,10.0,32
America's War for the Greater Middle East: A Military History,51.22,32
Alight (The Generations Trilogy #2),58.59,33
A Girl's Guide to Moving On (New Beginnings #2),31.3,33
A Game of Thrones (A Song of Ice and Fire #1),46.42,33
A Feast for Crows (A Song of Ice and Fire #4),17.21,33
A Clash of Kings (A Song of Ice and Fire #2),10.79,33
Vogue Colors A to Z: A Fashion Coloring Book,52.35,33
The Shining (The Shining #1),27.88,33
The Pilgrim's Progress,50.26,33
The Perfect Play (Play by Play #1),59.99,33
The Passion of Dolssa,28.32,33
The Jazz of Physics: The Secret Link Between Music and the Structure of the Universe,38.71,33
The Hunger Games (The Hunger Games #1),29.85,33
The Hound of the Baskervilles (Sherlock Holmes #5),14.82,33
The Gunning of America: Business and the Making of American Gun Culture,16.81,33
The Geography of Bliss: One Grump's Search for the Happiest Places in the World,28.23,33
The Demonists (Demonist #1),52.11,33
"The Demon Prince of Momochi House, Vol. 4 (The Demon Prince of Momochi House #4)",27.88,33
The Bone Hunters (Lexy Vaughan & Steven Macaulay #2),59.71,33
The Beast (Black Dagger Brotherhood #14),46.08,33
Some Women,13.73,33
Shopaholic Ties the Knot (Shopaholic #3),48.39,34
Paper and Fire (The Great Library #2),49.45,34
Outlander (Outlander #1),19.67,34
"Orchestra of Exiles: The Story of Bronislaw Huberman, the Israel Philharmonic, and the One Thousand Jews He Saved from Nazi Horrors",12.36,34
No One Here Gets Out Alive,20.02,34
Night Shift (Night Shift #1-20),12.75,34
Needful Things,47.51,34
Mockingjay (The Hunger Games #3),20.44,34
Misery,34.79,34
Little Women (Little Women #1),28.07,34
It,25.01,34
Harry Potter and the Sorcerer's Stone (Harry Potter #1),13.9,34
Harry Potter and the Prisoner of Azkaban (Harry Potter #3),24.17,34
Harry Potter and the Order of the Phoenix (Harry Potter #5),31.63,34
Harry Potter and the Half-Blood Prince (Harry Potter #6),48.75,34
Harry Potter and the Chamber of Secrets (Harry Potter #2),14.74,34
Gone with the Wind,32.49,34
God Is Not Great: How Religion Poisons Everything,27.8,34
Girl With a Pearl Earring,26.77,34
"Fruits Basket, Vol. 4 (Fruits Basket #4)",50.44,34
Far From True (Promise Falls Trilogy #2),34.93,35
Dark Lover (Black Dagger Brotherhood #1),12.87,35
Confessions of a Shopaholic (Shopaholic #1),48.94,35
Changing the Game (Play by Play #2),13.38,35
Candide,58.63,35
Can You Keep a Secret?,21.94,35
Atlas Shrugged,26.58,35
Animal Farm,57.22,35
A Walk to Remember,56.43,35
A New Earth: Awakening to Your Life's Purpose,55.65,35
"A History of God: The 4,000-Year Quest of Judaism, Christianity, and Islam",27.62,35
'Salem's Lot,49.56,35
Zero History (Blue Ant #3),34.77,35
Wuthering Heights,17.73,35
World War Z: An Oral History of the Zombie War,21.8,35
Wild: From Lost to Found on the Pacific Crest Trail,46.02,35
"Where'd You Go, Bernadette",18.13,35
When You Are Engulfed in Flames,30.89,35
We the People: The Modern-Day Figures Who Have Reshaped and Affirmed the Founding Fathers' Vision of America,31.95,35
We Are All Completely Beside Ourselves,24.04,35
Walk the Edge (Thunder Road #2),32.36,36
Voyager (Outlander #3),21.07,36
Very Good Lives: The Fringe Benefits of Failure and the Importance of Imagination,50.66,36
Vegan Vegetarian Omnivore: Dinner for Everyone at the Table,13.66,36
"Unstuffed: Decluttering Your Home, Mind, and Soul",58.09,36
Under the Banner of Heaven: A Story of Violent Faith,30.0,36
Two Boys Kissing,32.74,36
Twilight (Twilight #1),41.93,36
Twenties Girl,42.8,36
"Trespassing Across America: One Man's Epic, Never-Done-Before (and Sort of Illegal) Hike Across the Heartland",53.51,36
Three-Martini Lunch,23.21,36
"Thinking, Fast and Slow",21.14,36
The Wild Robot,56.07,36
"The Wicked + The Divine, Vol. 3: Commercial Suicide (The Wicked + The Divine)",14.41,36
The Undomestic Goddess,45.75,36
The Travelers,15.77,36
The Tipping Point: How Little Things Can Make a Big Difference,10.02,36
The Thing About Jellyfish,48.77,36
The Stand,57.86,36
The Smitten Kitchen Cookbook,23.59,36
The Silkworm (Cormoran Strike #2),23.05,37
"The Sandman, Vol. 3: Dream Country (The Sandman (volumes) #3)",55.55,37
The Rose & the Dagger (The Wrath and the Dawn #2),58.64,37
The Road to Little Dribbling: Adventures of an American in Britain (Notes From a Small Island #2),23.21,37
The Rise of Theodore Roosevelt (Theodore Roosevelt #1),42.57,37
The Restaurant at the End of the Universe (Hitchhiker's Guide to the Galaxy #2),10.92,37
The Rest Is Noise: Listening to the Twentieth Century,34.77,37
The Red Tent,35.66,37
The Purpose Driven Life: What on Earth Am I Here for?,37.19,37
The Purest Hook (Second Circle Tattoos #3),12.25,37
The Picture of Dorian Gray,29.7,37
The Paris Wife,36.8,37
The Obsession,45.43,37
The Nightingale,26.26,37
The New Guy (and Other Senior Year Distractions),44.92,37
The Nanny Diaries (Nanny #1),52.53,37
The Name of God is Mercy,37.25,37
The Maze Runner (The Maze Runner #1),20.93,37
The Lover's Dictionary,58.09,37
The Lonely Ones,43.59,37
The Lean Startup: How Today's Entrepreneurs Use Continuous Innovation to Create Radically Successful Businesses,33.92,38
The Last Painting of Sara de Vos,55.55,38
"The Land of 10,000 Madonnas",29.64,38
The Infinities,27.41,38
The Husband's Secret,52.51,38
The Hitchhiker's Guide to the Galaxy (Hitchhiker's Guide to the Galaxy #1),47.8,38
The Guns of August,14.54,38
The Guernsey Literary and Potato Peel Pie Society,49.53,38
The Goldfinch,43.58,38
The Giver (The Giver Quartet #1),12.3,38
The Girl with All the Gifts,49.47,38
The Girl Who Played with Fire (Millennium Trilogy #2),22.14,38
The Girl Who Kicked the Hornet's Nest (Millennium Trilogy #3),57.48,38
The Exiled,43.45,38
"The End of Faith: Religion, Terror, and the Future of Reason",22.13,38
"The Elegant Universe: Superstrings, Hidden Dimensions, and the Quest for the Ultimate Theory",13.03,38
"The Disappearing Spoon: And Other True Tales of Madness, Love, and the History of the World from the Periodic Table of the Elements",57.35,38
The Devil Wears Prada (The Devil Wears Prada #1),44.29,38
The Demon-Haunted World: Science as a Candle in the Dark,52.25,38
The Day the Crayons Came Home (Crayons),26.33,38
The Da Vinci Code (Robert Langdon #2),22.96,39
The Cuckoo's Calling (Cormoran Strike #1),19.21,39
The Complete Stories and Poems (The Works of Edgar Allan Poe [Cameo Edition]),26.78,39
The Complete Poems,41.32,39
The Catcher in the Rye,24.55,39
The Cat in the Hat (Beginner Books B-1),16.26,39
The Case for Christ (Cases for Christianity),47.84,39
The Book Thief,53.49,39
The Book of Basketball: The NBA According to The Sports Guy,44.84,39
The Blind Side: Evolution of a Game,53.71,39
The Autobiography of Malcolm X,23.43,39
"The Art of Simple Food: Notes, Lessons, and Recipes from a Delicious Revolution",34.32,39
The Art of Fielding,22.1,39
"Surely You're Joking, Mr. Feynman!: Adventures of a Curious Character",25.83,39
Stiff: The Curious Lives of Human Cadavers,36.74,39
Spilled Milk: Based on a True Story,49.51,39
Something Borrowed (Darcy & Rachel #1),48.96,39
Something Blue (Darcy & Rachel #2),54.62,39
Soldier (Talon #3),24.72,39
Shopaholic & Baby (Shopaholic #5),46.45,39
Seven Days in the Art World,52.33,40
Seven Brief Lessons on Physics,30.6,40
Scarlet (The Lunar Chronicles #2),14.57,40
Sarah's Key,46.29,40
"Saga, Volume 3 (Saga (Collected Editions) #3)",21.57,40
Running with Scissors,12.91,40
Rogue Lawyer (Rogue Lawyer #1),50.11,40
"Rise of the Rocket Girls: The Women Who Propelled Us, from Missiles to the Moon to Mars",41.67,40
Rework,44.88,40
Reservations for Two,11.1,40
Red: The True Story of Red Riding Hood,28.54,40
Ready Player One,19.07,40
Quiet: The Power of Introverts in a World That Can't Stop Talking,43.55,40
Prodigy: The Graphic Novel (Legend: The Graphic Novel #2),43.63,40
Persepolis: The Story of a Childhood (Persepolis #1-2),39.13,40
Packing for Mars: The Curious Science of Life in the Void,56.68,40
Outliers: The Story of Success,14.16,40
Original Fake,31.45,40
Orange Is the New Black,24.61,40
One for the Money (Stephanie Plum #1),32.87,40
Notes from a Small Island (Notes From a Small Island #1),40.17,41
Night (The Night Trilogy #1),13.51,41
Neither Here nor There: Travels in Europe,38.95,41
Naked,31.69,41
Morning Star (Red Rising #3),29.4,41
"Miracles from Heaven: A Little Girl, Her Journey to Heaven, and Her Amazing Story of Healing",57.83,41
Midnight Riot (Peter Grant/ Rivers of London - books #1),55.46,41
Me Talk Pretty One Day,57.6,41
Manuscript Found in Accra,34.98,41
Lust & Wonder,11.87,41
Lila (Gilead #3),12.47,41
"Life, the Universe and Everything (Hitchhiker's Guide to the Galaxy #3)",33.26,41
Life Without a Recipe,59.04,41
Life After Life,26.13,41
Letter to a Christian Nation,22.2,41
Let's Pretend This Never Happened: A Mostly True Memoir,45.11,41
Legend (Legend #1),43.69,41
"Lean In: Women, Work, and the Will to Lead",25.02,41
"Lamb: The Gospel According to Biff, Christ's Childhood Pal",55.5,41
Lady Renegades (Rebel Belle #3),53.04,41
Jurassic Park (Jurassic Park #1),44.97,42
It's Never Too Late to Begin Again: Discovering Creativity and Meaning at Midlife and Beyond,42.38,42
Is Everyone Hanging Out Without Me? (And Other Concerns),20.11,42
Into the Wild,56.7,42
Inferno (Robert Langdon #4),41.0,42
"In the Garden of Beasts: Love, Terror, and an American Family in Hitler's Berlin",28.85,42
If I Run (If I Run #1),49.97,42
I've Got Your Number,19.69,42
I Am Malala: The Girl Who Stood Up for Education and Was Shot by the Taliban,28.88,42
Hungry Girl Clean & Hungry: Easy All-Natural Recipes for Healthy Eating in the Real World,33.14,42
"House of Lost Worlds: Dinosaurs, Dynasties, and the Story of Life on Earth",43.7,42
House of Leaves,54.89,42
Horrible Bear!,37.52,42
Holidays on Ice,51.07,42
Heir to the Sky,44.07,42
Green Eggs and Ham (Beginner Books B-16),10.79,42
"Grayson, Vol 3: Nemesis (Grayson #3)",42.72,42
Gratitude,26.66,42
Gone Girl,37.6,42
Golden (Heart of Dread #3),42.21,42
Girl in the Blue Coat,46.83,43
"Fruits Basket, Vol. 3 (Fruits Basket #3)",45.17,43
"Friday Night Lights: A Town, a Team, and a Dream",51.22,43
Fire Bound (Sea Haven/Sisters of the Heart #5),21.28,43
Fifty Shades Freed (Fifty Shades #3),15.36,43
Fellside,38.62,43
Extreme Prey (Lucas Davenport #26),25.4,43
Eragon (The Inheritance Cycle #1),43.87,43
Eclipse (Twilight #3),18.74,43
Dune (Dune #1),54.86,43
Dracula,52.62,43
Do Androids Dream of Electric Sheep? (Blade Runner #1),51.48,43
Disrupted: My Misadventure in the Start-Up Bubble,15.28,43
Dead Wake: The Last Crossing of the Lusitania,39.24,43
"David and Goliath: Underdogs, Misfits, and the Art of Battling Giants",17.81,43
Darkfever (Fever #1),56.02,43
Dark Places,23.9,43
Crazy Rich Asians (Crazy Rich Asians #1),49.13,43
Counting Thyme,10.62,43
Cosmos,36.17,43
Civilization and Its Discontents,59.95,44
Cinder (The Lunar Chronicles #1),26.09,44
Catastrophic Happiness: Finding Joy in Childhood's Messy Years,37.35,44
Career of Evil (Cormoran Strike #3),24.72,44
Breaking Dawn (Twilight #4),35.28,44
Brave Enough,51.32,44
Boy Meets Boy,21.12,44
"Born to Run: A Hidden Tribe, Superathletes, and the Greatest Race the World Has Never Seen",27.35,44
Blink: The Power of Thinking Without Thinking,21.74,44
Black Flags: The Rise of ISIS,40.87,44
"Black Butler, Vol. 1 (Black Butler #1)",49.31,44
Big Little Lies,22.11,44
Between Shades of Gray,20.79,44
Best of My Love (Fool's Gold #20),27.41,44
Beowulf,38.35,44
Beautiful Creatures (Caster Chronicles #1),21.55,44
Awkward,38.02,44
Ash,22.06,44
Are We There Yet?,10.66,44
Are We Smart Enough to Know How Smart Animals Are?,56.58,44
Annie on My Mind,36.83,45
And Then There Were None,35.01,45
A Walk in the Woods: Rediscovering America on the Appalachian Trail,30.48,45
A Visit from the Goon Squad,14.08,45
A Storm of Swords (A Song of Ice and Fire #3),31.22,45
A Heartbreaking Work of Staggering Genius,54.29,45
8 Keys to Mental Health Through Exercise,31.04,45
#GIRLBOSS,50.96,45
"The Suffragettes (Little Black Classics, #96)",11.89,45
The Sense of an Ending,31.38,45
"The Sandman, Vol. 2: The Doll's House (The Sandman (volumes) #2)",54.81,45
The Course of Love,16.78,45
Sugar Rush (Offensive Line #2),24.42,45
"Saga, Volume 2 (Saga (Collected Editions) #2)",11.75,45
"Run, Spot, Run: The Ethics of Keeping Pets",20.02,45
New Moon (Twilight #2),12.86,45
Life,31.58,45
Kindle Paperwhite User's Guide,34.0,45
H is for Hawk,57.42,45
Girl Online On Tour (Girl Online #2),53.47,45
"Fruits Basket, Vol. 2 (Fruits Basket #2)",11.64,46
Diary of a Minecraft Zombie Book 1: A Scare of a Dare (An Unofficial Minecraft Book),52.88,46
"Y: The Last Man, Vol. 1: Unmanned (Y: The Last Man #1)",18.51,46
While You Were Mine,41.32,46
Where Lightning Strikes (Bleeding Stars #3),39.77,46
When I'm Gone,51.96,46
Ways of Seeing,39.51,46
"Vampire Knight, Vol. 1 (Vampire Knight #1)",15.4,46
Vampire Girl (Vampire Girl #1),53.82,46
Twenty Love Poems and a Song of Despair,30.95,46
Travels with Charley: In Search of America,57.82,46
Three Wishes (River of Time: California #1),44.18,46
This One Moment (Pushing Limits #1),48.71,46
The Zombie Room,19.69,46
"The Wicked + The Divine, Vol. 1: The Faust Act (The Wicked + The Divine)",36.52,46
The Tumor,41.56,46
The Story of Hong Gildong,43.19,46
The Silent Wife,12.34,46
The Silent Twin (Detective Jennifer Knight #3),36.25,46
The Selfish Gene,29.45,46
The Secret Healer,34.56,47
"The Sandman, Vol. 1: Preludes and Nocturnes (The Sandman (volumes) #1)",54.12,47
The Republic,33.78,47
The Odyssey,29.64,47
The No. 1 Ladies' Detective Agency (No. 1 Ladies' Detective Agency #1),57.7,47
The Nicomachean Ethics,36.34,47
The Name of the Wind (The Kingkiller Chronicle #1),50.59,47
The Mirror & the Maze (The Wrath and the Dawn #1.5),29.38,47
The Little Prince,45.42,47
The Light of the Fireflies,54.43,47
The Last Girl (The Dominion Trilogy #1),36.26,47
The Iliad,16.16,47
The Hook Up (Game On #1),36.29,47
The Haters,27.89,47
The Girl You Lost,12.29,47
The Girl In The Ice (DCI Erika Foster #1),15.85,47
The End of the Jesus Era (An Investigation #1),14.4,47
The Edge of Reason (Bridget Jones #2),19.18,47
The Complete Maus (Maus #1-2),10.64,47
The Communist Manifesto,14.76,47
The Bhagavad Gita,57.49,48
The Bette Davis Club,30.66,48
The Art of Not Breathing,40.83,48
Taking Shots (Assassins #1),18.88,48
Starlark,25.83,48
"Skip Beat!, Vol. 01 (Skip Beat! #1)",42.12,48
Sister Sable (The Mad Queen #1),13.33,48
Shatter Me (Shatter Me #1),42.4,48
Shameless,58.35,48
Shadow Rites (Jane Yellowrock #10),21.72,48
Settling the Score (The Summer Games #1),44.91,48
Sense and Sensibility,37.46,48
"Saga, Volume 1 (Saga (Collected Editions) #1)",28.48,48
"Rhythm, Chord & Malykhin",28.34,48
"Rat Queens, Vol. 1: Sass & Sorcery (Rat Queens (Collected Editions) #1-5)",46.96,48
Paradise Lost (Paradise #1),24.96,48
"Paper Girls, Vol. 1 (Paper Girls #1-5)",21.71,48
"Ouran High School Host Club, Vol. 1 (Ouran High School Host Club #1)",29.87,48
Origins (Alphas 0.5),28.99,48
One Second (Seven #7),52.94,48
On the Road (Duluoz Legend),32.36,49
Old Records Never Die: One Man's Quest for His Vinyl and His Past,55.66,49
Off Sides (Off #1),39.45,49
Of Mice and Men,47.11,49
Myriad (Prentor #1),58.75,49
My Perfect Mistake (Over the Top #1),38.92,49
"Ms. Marvel, Vol. 1: No Normal (Ms. Marvel (2014-2015) #1)",39.39,49
Meditations,25.89,49
Matilda,28.34,49
Lost Among the Living,27.7,49
Lord of the Flies,24.89,49
Listen to Me (Fusion #1),58.99,49
Kitchens of the Great Midwest,57.2,49
Jane Eyre,38.43,49
Imperfect Harmony,34.74,49
Icing (Aces Hockey #2),40.44,49
"Hawkeye, Vol. 1: My Life as a Weapon (Hawkeye #1)",45.24,49
Having the Barbarian's Baby (Ice Planet Barbarians #7.5),34.96,49
"Giant Days, Vol. 1 (Giant Days #1-4)",56.76,49
"Fruits Basket, Vol. 1 (Fruits Basket #1)",40.28,49
Frankenstein,38.0,50
Forever Rockers (The Rocker #12),28.8,50
Fighting Fate (Fighting #6),39.24,50
Emma,32.93,50
"Eat, Pray, Love",51.32,50
Deep Under (Walker Security #1),47.09,50
Choosing Our Religion: The Spiritual Lives of America's Nones,28.42,50
Charlie and the Chocolate Factory (Charlie Bucket #1),22.85,50
Charity's Cross (Charles Towne Belles #4),41.24,50
Bright Lines,39.07,50
Bridget Jones's Diary (Bridget Jones #1),29.82,50
Bounty (Colorado Mountain #7),37.26,50
Blood Defense (Samantha Brinkman #1),20.3,50
"Bleach, Vol. 1: Strawberry and the Soul Reapers (Bleach #1)",34.65,50
Beyond Good and Evil,43.38,50
Alice in Wonderland (Alice's Adventures in Wonderland #1),55.53,50
"Ajin: Demi-Human, Volume 1 (Ajin: Demi-Human #1)",57.06,50
A Spy's Devotion (The Regency Spies of London #1),16.97,50
1st to Die (Women's Murder Club #1),53.98,50
"1,000 Places to See Before You Die",26.08,50
